id,easting,northing,altitude,departure_airport,arrival_airport,standard_passengers,premium_passengers,initial_fuel,consumed_fuel,scheduled_gate_departure,actual_gate_departure,scheduled_runway_arrival,scheduled_gate_arrival,fuel_cost,crew_delay_cost,other_hourly_costs,nonarrival_penalty,delay_cost_proportion_30m,delay_cost_proportion_2h,max_standard_delay_cost,max_premium_delay_cost,FreeAltitudeChanges,AltitudeChangeCost,TurbulenceCostPer6Minutes
326244163,-886.755738,793.413539,40000,KMDW,KLAX,134,16,36145.8,16452.1,-3.223763,-3.290429,0.809571,1.359571,4.51,913.29,1908.52,100000,0.216,0.745,6.14,65.96,5,100,40
326195804,987.904277,1013.866736,33000,KATL,KBOS,136,14,23645.8,7952.1,-3.223763,-1.590429,0.492904,-0.640429,7.76,797.74,1998.31,100000,0.109,0.718,30.97,141.43,5,100,40
326214651,-861.400487,556.131733,38000,KDFW,KLAX,142,14,28854.2,13035.5,-2.473763,-2.607096,0.826237,0.942904,2.84,349.74,1272.79,100000,0.285,0.564,10.48,190.56,5,100,40
326271393,586.92449,320.745678,25900,KTPA,KDFW,118,15,25208.3,3285.5,-1.390429,-0.657096,2.059571,1.442904,7.04,661.88,1222.32,100000,0.071,0.448,3.51,51.42,5,100,40
326213015,-221.682248,1284.010061,40000,KDCA,KSEA,112,14,46041.7,16035.5,-2.973763,-3.207096,2.259571,3.192904,4.87,549.52,1346.12,100000,0.18,0.536,35.19,43.69,5,100,40
326254661,-1333.942652,1006.099122,25000,KPDX,KSFO,109,13,20104.2,6452.1,-1.223763,-1.290429,0.459571,0.792904,5.48,837.91,1901.33,100000,0.055,0.497,1.86,123.12,5,100,40
326271488,500.340328,195.81496,32000,KTPA,KMSY,102,14,17916.7,3868.8,-0.807096,-0.773763,0.892904,0.859571,6.68,831.7,1515.74,100000,0.067,0.563,16.07,154.82,5,100,40
326208366,484.945696,1006.718705,18000,KCLE,KORD,123,14,16458.3,4368.8,-0.773763,-0.873763,0.542904,0.659571,9.26,646.58,1808.15,100000,0.079,0.72,31.46,162.86,5,100,40
326229197,464.009961,710.19263,39000,KIAH,KEWR,107,14,29479.2,7368.8,-1.407096,-1.473763,1.876237,2.109571,4.22,348.24,1705.2,100000,0.024,0.661,11.34,156.55,5,100,40
326202022,630.870669,1132.818614,34000,KBOS,KORD,111,16,25416.7,8118.8,-1.640429,-1.623763,0.826237,1.226237,1.02,882.18,1087.59,100000,0.273,0.446,4.82,104.63,5,100,40
326237573,-545.491945,830.592038,37000,KLAX,KEWR,144,13,40416.7,8535.5,-1.723763,-1.707096,3.059571,3.542904,7.33,407.04,1765,100000,0.223,0.793,17.59,43.16,5,100,40
326263129,-1089.500655,908.276282,35000,KSFO,KBOS,104,16,41666.7,4202.1,-0.723763,-0.840429,4.492904,4.742904,1.24,707.49,1834.76,100000,0.264,0.862,26.84,160.39,5,100,40
326214104,-509.997344,1006.789503,36000,KDEN,KSEA,108,12,25729.2,3785.5,-0.607096,-0.757096,1.909571,2.309571,7.63,683.53,1730.68,100000,0.098,0.62,17.81,167.86,5,100,40
326217031,167.711381,788.43584,36000,KDTW,KDFW,114,16,26979.2,10035.5,-2.057096,-2.007096,1.092904,1.059571,8.63,993.57,1307.93,100000,0.051,0.49,15.16,136.64,5,100,40
326243156,37.01698,859.998405,19700,KMCI,KBNA,130,14,16875,1202.1,-0.390429,-0.240429,1.142904,1.109571,1.07,793.23,1998.27,100000,0.264,0.737,36.82,89.99,5,100,40
326243327,618.289816,468.340989,27900,KMCO,KATL,101,14,16875,4535.5,-0.807096,-0.907096,0.509571,0.692904,4.04,958.9,1926.43,100000,0.256,0.614,36.03,116.1,5,100,40
326203633,-262.099591,739.13929,36000,KBWI,KPHX,138,15,40937.5,18118.8,-3.807096,-3.623763,1.792904,1.542904,6.66,490.33,1516,100000,0.12,0.357,5.55,165.35,5,100,40
326209410,329.027281,964.809531,34000,KCMH,KDEN,141,15,30625,5785.5,-2.273763,-1.157096,2.209571,1.426237,6.02,994.89,1895.83,100000,0.228,0.374,28.67,195.95,5,100,40
326244248,409.591869,791.008904,37000,KMDW,KRSW,108,15,24687.5,3868.8,-0.807096,-0.773763,1.659571,1.942904,1.83,586.29,1802.63,100000,0.166,0.703,13.27,166.9,5,100,40
326254696,-1204.444988,1203.497492,37000,KPDX,KSNA,121,14,21770.8,3618.8,-0.723763,-0.723763,1.492904,1.559571,9.14,826.79,1798.9,100000,0.068,0.771,20.85,51.74,5,100,40
326214094,-500.373786,1002.884591,34500,KDEN,KSEA,143,12,25416.7,2368.8,-0.690429,-0.473763,2.076237,2.176237,5.3,886.7,1331.37,100000,0.052,0.463,12.38,165.39,5,100,40
326266337,-937.662597,630.014554,39000,KSNA,KMSP,101,13,30520.8,4952.1,-0.973763,-0.990429,2.526237,2.709571,3.85,348.25,1732.54,100000,0.128,0.684,5.1,182.37,5,100,40
326263568,-1249.755883,1307.828906,34000,KSFO,KSEA,119,15,21145.8,7368.8,-1.390429,-1.473763,0.509571,0.792904,5.47,748.01,1264.35,100000,0.137,0.652,7.7,124.5,5,100,40
326243303,136.06275,837.14669,29000,KMCI,KSTL,121,14,13229.2,2118.8,-0.723763,-0.423763,0.309571,0.192904,2.04,886.53,1568.09,100000,0.089,0.458,7.4,174.19,5,100,40
326202001,231.620701,1223.237415,32600,KBOS,KMSP,112,15,28229.2,12452.1,-2.390429,-2.490429,0.309571,0.926237,6.03,468.85,1149.05,100000,0.091,0.722,9.03,115.46,5,100,40
326214889,-112.193681,526.561562,21300,KDFW,KPDX,113,14,33541.7,2118.8,-0.390429,-0.423763,3.642904,3.776237,6.12,834.12,1576.31,100000,0.03,0.557,14.85,121.17,5,100,40
326265186,-1176.854206,641.657042,27400,KSJC,KSAN,132,14,16354.2,3952.1,-0.890429,-0.790429,0.342904,0.526237,6.44,493.94,1672.27,100000,0.045,0.837,20.02,74.93,5,100,40
326230478,-10.47759,920.815313,34000,KIND,KDEN,117,14,27083.3,8035.5,-1.607096,-1.607096,1.259571,1.526237,4.93,361.24,1956.47,100000,0.116,0.896,27.97,136,5,100,40
326208362,78.986583,767.665567,36000,KCLE,KOKC,119,13,25416.7,10868.8,-2.123763,-2.173763,0.442904,0.742904,2.92,867.85,1248.43,100000,0.293,0.878,13.69,65.87,5,100,40
326256907,-906.548012,570.559118,29800,KPHX,KSJC,125,13,19687.5,2202.1,-0.390429,-0.440429,1.309571,1.559571,1.64,844.32,1185.75,100000,0.025,0.742,35.21,100.21,5,100,40
326246215,287.04959,1105.064766,22800,KMKE,KDEN,135,12,24062.5,3452.1,-3.890429,-0.690429,1.892904,-1.240429,4.05,801.34,1046.38,100000,0.119,0.367,35.61,59.27,5,100,40
326254495,-1232.126431,968.579263,37000,KPDX,KBUR,121,14,20729.2,5868.8,-1.057096,-1.173763,0.776237,1.059571,8.18,570.65,1672.83,100000,0.23,0.424,5.36,178.25,5,100,40
326232356,838.520449,428.241542,34000,KJFK,KFLL,122,14,28333.3,12118.8,-2.473763,-2.423763,0.959571,0.859571,3.51,424.57,1746.38,100000,0.042,0.759,25.4,150.46,5,100,40
326243186,773.392048,907.815816,21900,KMCI,KDCA,116,13,22291.7,9618.8,-2.057096,-1.923763,0.209571,0.309571,8.07,883.7,1196.19,100000,0.11,0.658,14.1,97.38,5,100,40
326238883,1051.114673,1088.055993,19000,KLGA,KBOS,116,15,15520.8,3868.8,-0.723763,-0.773763,0.309571,0.559571,6.71,390.84,1074.26,100000,0.069,0.438,26.56,45.75,5,100,40
326254604,-871.995921,766.662449,33000,KPDX,KPHX,118,14,23645.8,8535.5,-1.723763,-1.707096,0.676237,0.859571,7.49,316.02,1925.28,100000,0.057,0.538,2.12,61.09,5,100,40
326248027,-235.982657,687.194115,38000,KMSY,KDEN,119,15,26354.2,10202.1,-1.973763,-2.040429,0.842904,1.042904,1.64,665.64,1600.86,100000,0.094,0.625,12.83,153.48,5,100,40
326237565,-827.826594,778.932402,33000,KLAX,KEWR,136,16,41354.2,5535.5,-0.973763,-1.107096,3.742904,4.442904,3.67,849.59,1645.56,100000,0.07,0.558,21.05,169.19,5,100,40
326195945,550.81084,695.284104,34000,KATL,KCVG,121,15,16666.7,3618.8,-0.990429,-0.723763,0.609571,0.476237,3.72,872.94,1728.54,100000,0.255,0.675,13.89,160.16,5,100,40
326254523,-1093.550516,1290.73032,37000,KPDX,KEWR,104,15,39270.8,3785.5,-0.590429,-0.757096,4.142904,4.492904,7.51,421.75,1590.89,100000,0.183,0.423,12.76,57.14,5,100,40
326265788,-627.440274,987.73057,37000,KSLC,KDEN,110,12,17187.5,4785.5,-1.140429,-0.957096,0.226237,0.409571,9.97,442.68,1910.57,100000,0.047,0.819,3.54,191.18,5,100,40
326212762,684.505487,988.564512,30000,KDCA,KDTW,104,13,17604.2,4952.1,-0.940429,-0.990429,0.576237,0.676237,2.6,369.9,1943.64,100000,0.222,0.583,22.68,189.39,5,100,40
326261324,-604.306112,669.196223,35000,KSAN,KORD,105,13,33020.8,7702.1,-1.473763,-1.540429,2.076237,2.609571,7.98,980.96,1259.79,100000,0.06,0.879,22.22,115.91,5,100,40
326262793,-1196.049692,1433.388417,28900,KSEA,KLAX,124,13,24270.8,3702.1,-0.723763,-0.740429,1.426237,1.959571,9.31,394.24,1818.03,100000,0.25,0.873,16.08,173.65,5,100,40
326203555,673.917222,897.945954,40000,KBWI,KIND,106,15,18958.3,4202.1,-0.807096,-0.840429,0.892904,1.026237,4.67,955.12,1601.4,100000,0.231,0.674,10.02,114.14,5,100,40
326216976,537.980443,1005.948176,27100,KDTW,KCLT,126,15,18541.7,2285.5,-0.390429,-0.457096,1.309571,1.376237,9.31,711.05,1611.74,100000,0.236,0.452,24.31,43.09,5,100,40
326196316,613.132254,582.434786,31000,KATL,KLGA,113,15,21562.5,2868.8,-0.973763,-0.573763,1.176237,1.276237,8.31,475.06,1642.84,100000,0.284,0.388,4.64,75.52,5,100,40
326209007,709.81785,542.968542,33000,KCLT,KMIA,117,14,20729.2,3785.5,-0.807096,-0.757096,1.092904,1.309571,4.78,362.93,1503.75,100000,0.171,0.818,12.75,144.71,5,100,40
326262692,-731.27748,954.829086,39000,KSEA,KDFW,135,15,31458.3,9035.5,-1.723763,-1.807096,1.609571,2.109571,4.67,906.33,1685.03,100000,0.285,0.444,15.87,164.78,5,100,40
326263220,-644.484835,819.125785,37000,KSFO,KEWR,128,14,41250,8452.1,-1.623763,-1.690429,3.342904,3.776237,3.55,398.57,1568.45,100000,0.184,0.584,21.63,166.8,5,100,40
326220054,-722.787097,668.634364,33000,KFAT,KDFW,127,16,27812.5,6368.8,-1.223763,-1.273763,1.542904,2.026237,8.62,893.12,1318.53,100000,0.091,0.435,10.02,193.06,5,100,40
326229128,346.158964,409.998463,37000,KIAH,KDCA,105,13,25625,5035.5,-0.923763,-1.007096,1.942904,1.976237,5.24,490.16,1049.98,100000,0.088,0.624,36.29,123.56,5,100,40
326256279,682.97746,1007.263584,36000,KPHL,KORD,121,16,22604.2,5535.5,-0.973763,-1.107096,0.976237,1.442904,6.45,583.84,1309.25,100000,0.253,0.683,14.18,73.56,5,100,40
326229280,-738.263941,515.471957,36000,KIAH,KLAX,123,16,31458.3,11952.1,-2.390429,-2.390429,1.226237,1.442904,2.87,481.86,1319.45,100000,0.081,0.698,9.59,128.99,5,100,40
326200430,396.390299,692.938186,19500,KBNA,KMCI,124,15,18437.5,1285.5,-0.223763,-0.257096,1.209571,1.526237,9.71,747.98,1317.87,100000,0.135,0.889,30.01,64.6,5,100,40
326251830,-917.98516,753.696107,39000,KONT,KDEN,109,14,21562.5,4785.5,-0.973763,-0.957096,1.042904,1.276237,3.45,817.36,1757.43,100000,0.189,0.703,2.01,81.98,5,100,40
326261302,-799.812444,576.154789,37000,KSAN,KMDW,127,15,32500,5868.8,-1.223763,-1.173763,2.476237,2.776237,4.65,447.95,1181.31,100000,0.076,0.644,2.48,142.49,5,100,40
326202143,876.807386,991.943761,36000,KBOS,KSTL,120,14,27812.5,6035.5,-1.140429,-1.207096,1.976237,2.109571,1.33,663.73,1019.21,100000,0.038,0.639,15.89,118.43,5,100,40
326252882,-558.753825,748.256066,34000,KORD,KPHX,135,13,32500,13952.1,-2.723763,-2.790429,1.159571,1.276237,3.88,723.12,1964.56,100000,0.2,0.592,34.75,149.04,5,100,40
326238104,-1284.293998,796.771094,29400,KLAX,KSJC,118,12,14791.7,3868.8,-0.723763,-0.773763,0.309571,0.442904,4.21,958.34,1068.22,100000,0.106,0.816,17.18,157.92,5,100,40
326252347,291.100607,1037.030448,20600,KORD,KDSM,113,13,14791.7,2285.5,-0.807096,-0.457096,0.642904,0.359571,9.67,393.1,1101.62,100000,0.241,0.726,17.39,97.3,5,100,40
326217004,634.109687,1030.54373,27000,KDTW,KDCA,110,16,17291.7,3368.8,-1.057096,-0.673763,0.292904,0.509571,8.64,562.15,1529.8,100000,0.189,0.451,31.71,81.99,5,100,40
326237538,-633.152314,600.777455,39000,KLAX,KDFW,131,12,26770.8,6785.5,-1.223763,-1.357096,1.326237,1.859571,3.68,418.16,1867.43,100000,0.209,0.519,37.6,114.54,5,100,40
326195798,654.225688,638.295626,33000,KATL,KBOS,130,15,23854.2,4285.5,-0.807096,-0.857096,1.159571,1.809571,2.76,779.64,1158.72,100000,0.14,0.404,4.31,75.96,5,100,40
326265098,-866.11759,921.452736,39000,KSJC,KDEN,133,15,23645.8,6368.8,-1.223763,-1.273763,0.942904,1.359571,2.13,461.9,1358.37,100000,0.11,0.447,19.06,181.26,5,100,40
326263324,-1247.567866,775.382746,31000,KSFO,KLAX,142,12,16354.2,3368.8,-0.723763,-0.673763,0.492904,0.692904,6.19,945.53,1121.25,100000,0.133,0.895,15.67,128.41,5,100,40
326212745,239.696409,638.349262,28000,KDCA,KDFW,109,13,29895.8,12452.1,-2.390429,-2.490429,1.026237,1.192904,4.93,435.3,1564.82,100000,0.116,0.702,5.65,137.2,5,100,40
326263169,-982.400466,920.565107,37000,KSFO,KDEN,143,15,23125,5285.5,-1.223763,-1.057096,1.309571,1.276237,1.56,594.78,1431.99,100000,0.155,0.389,9.55,170.24,5,100,40
326208787,710.708949,469.93237,30000,KCLT,KFLL,120,16,20729.2,4285.5,-0.890429,-0.857096,1.109571,1.226237,7.49,632.82,1718.99,100000,0.044,0.668,10.35,90.53,5,100,40
326215046,-816.607921,813.483012,30000,KDFW,KSJC,114,14,31458.3,12118.8,-2.307096,-2.423763,1.326237,1.526237,9.42,724.24,1545.43,100000,0.19,0.434,29.86,47.83,5,100,40
326259797,498.97355,777.406876,38000,KRDU,KDEN,116,13,32500,6452.1,-1.307096,-1.290429,2.942904,2.692904,9.32,926.12,1585.56,100000,0.071,0.416,4.68,171.88,5,100,40
326238083,-1306.534386,816.765501,25200,KLAX,KSFO,119,16,16770.8,4285.5,-0.723763,-0.857096,0.342904,0.759571,9.22,545.01,1129.67,100000,0.214,0.542,21.38,168.75,5,100,40
326203519,669.518547,995.144646,30000,KBWI,KDTW,114,13,17812.5,4452.1,-0.890429,-0.890429,0.476237,0.759571,1.68,846.55,1563.9,100000,0.126,0.439,6.08,41.27,5,100,40
326203508,638.638925,1008.955636,38000,KBWI,KDEN,125,16,33541.7,4368.8,-0.973763,-0.873763,2.859571,3.192904,9.02,930.05,1024.66,100000,0.279,0.872,15.71,54.56,5,100,40
326200349,482.607683,712.742497,24000,KBNA,KDCA,110,12,17395.8,2202.1,-0.890429,-0.440429,0.709571,0.692904,9.73,853.71,1983.48,100000,0.261,0.773,1.65,60.65,5,100,40
326232503,826.569174,627.776569,38000,KJFK,KMCO,113,15,26145.8,10702.1,-2.723763,-2.140429,0.576237,0.259571,4.48,517.87,1316.2,100000,0.158,0.48,34.98,74.66,5,100,40
326244212,271.671978,1031.132711,28500,KMDW,KOAK,116,13,36666.7,1952.1,-0.807096,-0.390429,3.809571,3.859571,7.84,477.72,1765.12,100000,0.061,0.469,9.34,94.03,5,100,40
326256247,924.730784,815.407574,34300,KPHL,KMIA,133,14,26458.3,4452.1,-0.890429,-0.890429,2.076237,2.142904,9.79,954.01,1831.47,100000,0.224,0.841,28.02,97.68,5,100,40
326214508,316.546207,253.416104,39000,KDFW,KFLL,111,14,24166.7,7202.1,-1.390429,-1.440429,1.292904,1.276237,8.2,735.17,1262.7,100000,0.246,0.686,18.67,43.34,5,100,40
326203510,205.098527,837.089836,34000,KBWI,KDEN,127,14,33750,11702.1,-2.590429,-2.340429,2.242904,1.609571,7.68,469.41,1304.52,100000,0.172,0.793,24.6,183.06,5,100,40
326254670,-1325.385497,1067.856864,32900,KPDX,KSFO,139,15,17916.7,4368.8,-0.723763,-0.873763,0.776237,0.942904,8.48,515.05,1160.71,100000,0.298,0.693,22.34,141.34,5,100,40
326243417,185.45265,547.004558,32000,KMCO,KDEN,102,12,34062.5,11702.1,-2.473763,-2.340429,1.676237,1.776237,7.02,530.31,1520.19,100000,0.083,0.376,6.87,138.26,5,100,40
326217242,440.655289,1164.880765,38000,KDTW,KMSP,125,15,20000,3702.1,-0.723763,-0.740429,0.792904,1.276237,2.92,346.53,1833.32,100000,0.224,0.444,36.08,172.6,5,100,40
326252510,256.828632,848.210669,38000,KORD,KIAH,120,12,24166.7,4118.8,-1.557096,-0.823763,1.559571,1.109571,8.96,301.32,1910.33,100000,0.08,0.368,20.06,89.44,5,100,40
326243450,909.041328,933.622289,26900,KMCO,KEWR,112,15,23750,9202.1,-1.823763,-1.840429,0.526237,0.776237,3.01,979.82,1137.91,100000,0.204,0.728,16.98,98.39,5,100,40
326256388,-129.269003,1185.681405,36000,KPHL,KSFO,119,16,47083.3,15868.8,-3.123763,-3.173763,3.076237,3.209571,5.76,329.21,1561.7,100000,0.08,0.797,10.94,116.4,5,100,40
326254538,-1173.165281,1340.143955,23400,KPDX,KJFK,141,13,39375,2785.5,-0.557096,-0.557096,4.176237,4.542904,6.51,816.99,1689.85,100000,0.106,0.383,20.9,140.84,5,100,40
326263164,-683.94699,975.946279,35000,KSFO,KDEN,117,13,23020.8,9868.8,-1.973763,-1.973763,0.609571,0.509571,4.89,696.37,1732.33,100000,0.278,0.586,6.83,89.01,5,100,40
326201992,843.186462,266.110061,32000,KBOS,KMIA,125,13,29895.8,13952.1,-2.723763,-2.790429,0.759571,0.859571,3.03,791.71,1889.67,100000,0.137,0.526,27.54,97.25,5,100,40
326247394,128.030754,1179.27023,27400,KMSP,KATL,132,16,23854.2,2285.5,-0.723763,-0.457096,1.309571,1.892904,9.79,506.75,1024.71,100000,0.155,0.763,28.08,45.61,5,100,40
326232648,484.492475,1134.378199,38000,KJFK,KSFO,102,13,48645.8,8702.1,-1.740429,-1.740429,4.476237,4.842904,6.78,371.8,1606.15,100000,0.09,0.829,35.68,190.37,5,100,40
326253085,479.123709,565.573985,35000,KORD,KTPA,137,15,23645.8,6535.5,-1.723763,-1.307096,1.092904,0.859571,3.5,518.63,1370.5,100000,0.221,0.86,20.12,151.03,5,100,40
326214372,-67.089928,487.115235,19100,KDFW,KCLE,109,15,23125,2285.5,-0.390429,-0.457096,1.909571,2.109571,8.9,558.38,1232.12,100000,0.268,0.533,38.46,105.85,5,100,40
326213633,-330.038343,704.675339,35000,KDEN,KDFW,106,15,20520.8,5702.1,-1.057096,-1.140429,0.792904,1.026237,6.73,313.17,1823.31,100000,0.196,0.438,11.79,67.87,5,100,40
326239023,153.877043,713.63201,36000,KLGA,KDFW,122,15,34062.5,14952.1,-2.973763,-2.990429,1.092904,1.276237,3.34,346.35,1664.56,100000,0.124,0.434,24.54,80.23,5,100,40
326253093,126.113096,802.32193,28000,KORD,KTUL,101,13,19479.2,5868.8,-1.473763,-1.173763,0.526237,0.442904,7.17,776.09,1489.94,100000,0.083,0.546,16.66,185,5,100,40
326209204,600.276529,735.858597,34000,KCLT,KSDF,113,13,17500,4035.5,-0.723763,-0.807096,0.609571,0.876237,8.4,840.34,1070.1,100000,0.223,0.773,10.47,81.22,5,100,40
326212804,201.704207,421.262334,38000,KDCA,KIAH,102,14,29895.8,14785.5,-2.807096,-2.957096,1.026237,0.776237,1.59,496.56,1820.73,100000,0.297,0.582,14.27,167.73,5,100,40
326203585,874.878105,917.627627,32000,KBWI,KMCO,135,14,22604.2,2118.8,-0.357096,-0.423763,2.142904,2.059571,2.67,345.58,1799.33,100000,0.077,0.594,26.3,121.53,5,100,40
326215028,-1228.487524,884.231219,36200,KDFW,KSFO,140,13,31875,18618.8,-3.607096,-3.723763,0.326237,0.292904,3.42,669.96,1026.68,100000,0.283,0.592,27.89,171.39,5,100,40
326256537,267.307704,669.986982,35000,KPHX,KCLT,112,15,31041.7,11618.8,-2.307096,-2.323763,1.142904,1.459571,5.39,661.87,1411.38,100000,0.088,0.439,29.41,169.09,5,100,40
326252615,904.041696,1026.647026,19200,KORD,KLGA,114,16,20833.3,6285.5,-1.223763,-1.257096,0.459571,0.909571,1.94,967.95,1603.05,100000,0.121,0.639,38.04,195.29,5,100,40
326211953,276.095109,779.745434,30000,KCVG,KXNA,120,16,20000,5785.5,-1.057096,-1.157096,0.759571,0.942904,2.11,846.93,1739.68,100000,0.123,0.491,36.01,134.17,5,100,40
326211869,132.758614,508.704348,36000,KCVG,KIAH,125,13,24791.7,10452.1,-2.057096,-2.090429,0.326237,0.709571,4.13,593.62,1985.5,100000,0.265,0.493,13.82,177.48,5,100,40
326271524,747.009462,630.769894,23000,KTPA,KRDU,137,13,18645.8,5785.5,-1.057096,-1.157096,0.392904,0.726237,9.68,940.26,1553.24,100000,0.172,0.797,20,67.68,5,100,40
326261327,-742.193351,596.542323,39000,KSAN,KORD,130,13,31979.2,6952.1,-1.223763,-1.390429,2.342904,2.692904,5.98,640.01,1679.58,100000,0.044,0.761,16.05,68.64,5,100,40
326196853,546.617075,413.757657,29000,KATL,KTPA,137,13,16875,3952.1,-0.807096,-0.790429,0.659571,0.692904,1.19,344.45,1785.65,100000,0.136,0.725,30.89,95.75,5,100,40
326203457,1068.529226,1092.263922,23000,KBWI,KBOS,141,12,15833.3,3702.1,-0.723763,-0.740429,0.359571,0.609571,7.03,426.25,1888.19,100000,0.251,0.677,3.63,58.01,5,100,40
326201883,271.516764,461.806227,40000,KBOS,KHOU,128,13,37708.3,17285.5,-3.723763,-3.457096,0.559571,1.109571,3.72,346.34,1637.22,100000,0.02,0.411,30.79,54.4,5,100,40
326196289,58.553152,592.841287,36000,KATL,KLAX,108,15,39791.7,8368.8,-1.723763,-1.673763,3.976237,3.442904,8.31,743.64,1864.71,100000,0.132,0.9,21.19,180.87,5,100,40
326214709,753.940117,824.597817,35000,KDFW,KLGA,111,14,27500,10035.5,-1.923763,-2.007096,0.776237,1.276237,9.16,991.31,1388.77,100000,0.084,0.484,34.16,76.84,5,100,40
326265876,-864.985416,908.165653,38000,KSLC,KLAX,109,16,20520.8,3702.1,-0.723763,-0.740429,1.026237,1.359571,5.28,474.72,1224.47,100000,0.272,0.659,4.5,84.85,5,100,40
326248061,204.019485,287.262666,26300,KMSY,KIAH,108,15,15208.3,2035.5,-0.373763,-0.407096,0.609571,0.859571,5.97,534.83,1358.51,100000,0.016,0.388,7.88,97.86,5,100,40
326260780,88.318821,1141.630104,24100,KRSW,KMSP,140,15,30520.8,16702.1,-3.057096,-3.340429,0.276237,0.626237,1.77,973.8,1137.47,100000,0.147,0.817,23.38,45.94,5,100,40
326212883,890.320951,839.863723,22100,KDCA,KMCO,114,15,22187.5,3952.1,-0.723763,-0.790429,1.826237,1.626237,2.9,851.46,1875.26,100000,0.278,0.776,33.75,43.18,5,100,40
326243538,434.628166,454.36064,38000,KMCO,KMCI,111,14,26250,6452.1,-1.223763,-1.290429,1.809571,1.776237,7.32,311.87,1451.81,100000,0.139,0.568,17.94,152.06,5,100,40
326266154,-533.469498,707.396497,31000,KSMF,KDFW,119,14,28854.2,10118.8,-1.973763,-2.023763,1.142904,1.442904,8.89,846.39,1125.22,100000,0.197,0.729,30.58,185.31,5,100,40
326209074,634.093574,743.93412,31700,KCLT,KORD,117,13,20833.3,3535.5,-1.540429,-0.707096,1.192904,0.592904,5.1,681.64,1879.11,100000,0.214,0.384,17.91,49.21,5,100,40
326256309,-228.831276,876.327109,32000,KPHL,KPHX,107,15,41666.7,17868.8,-3.890429,-3.573763,1.459571,1.576237,4.44,674.31,1507.17,100000,0.099,0.603,30.46,80.95,5,100,40
326229474,183.319361,804.285731,37000,KIAH,KORD,138,16,24166.7,7535.5,-1.423763,-1.507096,0.642904,1.242904,8.49,600.23,1466.01,100000,0.148,0.77,13.47,112.76,5,100,40
326263449,-1288.396631,912.822123,19200,KSFO,KORD,112,15,33541.7,1952.1,-0.307096,-0.390429,3.492904,3.859571,3.83,505.82,1612.59,100000,0.264,0.381,5.51,79.19,5,100,40
326271511,-262.846874,619.046227,32000,KTPA,KPHX,103,13,38437.5,17368.8,-3.640429,-3.473763,1.726237,1.309571,9.35,784.39,1734.14,100000,0.142,0.758,20.75,112.48,5,100,40
326213835,-825.939765,797.902464,38000,KDEN,KLAX,129,12,23125,7785.5,-1.557096,-1.557096,1.042904,0.942904,7.02,688.99,1089.32,100000,0.126,0.746,12.22,85.62,5,100,40
326244743,37.776949,548.849466,25100,KMEM,KDFW,134,12,18333.3,4452.1,-0.807096,-0.890429,0.576237,0.926237,4.72,329.02,1068.34,100000,0.234,0.492,8.92,48.79,5,100,40
326256741,-704.735661,577.258623,37000,KPHX,KMIA,137,14,34583.3,3202.1,-0.557096,-0.640429,3.092904,3.776237,4.34,577.06,1957.25,100000,0.2,0.668,38.72,155.33,5,100,40
326196391,599.104981,404.733671,27000,KATL,KMCO,121,15,17291.7,4118.8,-0.807096,-0.823763,0.626237,0.759571,3.29,351.24,1137.65,100000,0.189,0.739,6.35,173.98,5,100,40
326263277,-1162.75859,910.995696,37000,KSFO,KJFK,118,13,42395.8,3785.5,-0.640429,-0.757096,4.592904,4.942904,1.54,920.46,1544.51,100000,0.181,0.543,21.36,68.84,5,100,40
326214653,-241.75895,480.108147,36000,KDFW,KLAX,100,13,28854.2,3202.1,-0.557096,-0.640429,2.609571,2.859571,1.5,589.1,1552.65,100000,0.179,0.485,19.37,159.05,5,100,40
326263133,-609.108095,945.221589,37000,KSFO,KBOS,108,12,43020.8,9035.5,-1.723763,-1.807096,3.476237,3.959571,7.57,486.22,1394.48,100000,0.05,0.705,5.61,97.38,5,100,40
326208410,690.835751,266.624252,33700,KCLE,KRSW,122,13,25208.3,11202.1,-2.307096,-2.240429,0.442904,0.526237,6.91,312.6,1965.1,100000,0.047,0.64,31.94,109.69,5,100,40
326228937,686.585862,982.506461,36000,KIAD,KSFO,114,13,45520.8,3785.5,-0.723763,-0.757096,4.992904,5.359571,6.62,730.84,1323.21,100000,0.296,0.434,26.23,92.52,5,100,40
326244794,245.712074,650.797671,19500,KMEM,KORD,119,12,19479.2,1868.8,-0.973763,-0.373763,1.176237,0.942904,6.71,832.81,1204.81,100000,0.262,0.686,21,45.35,5,100,40
326263341,-1227.240389,743.59498,28900,KSFO,KLAX,137,12,16875,3868.8,-0.723763,-0.773763,0.592904,0.776237,3.85,880.13,1500.07,100000,0.239,0.777,32.7,180.6,5,100,40
326239319,663.502299,298.48767,26300,KLGA,KTPA,106,14,26562.5,13202.1,-2.557096,-2.640429,0.342904,0.492904,3.94,772.31,1084.06,100000,0.247,0.896,13.59,57.12,5,100,40
326256753,-836.024356,604.4048,22700,KPHX,KMSP,105,12,26770.8,3702.1,-0.640429,-0.740429,1.959571,2.442904,5.34,613.24,1636.42,100000,0.139,0.746,14.03,126.28,5,100,40
326256084,687.875135,948.15726,36000,KPHL,KDFW,127,15,31250,5785.5,-1.173763,-1.157096,2.759571,2.626237,1.49,345.8,1022.76,100000,0.094,0.649,25.35,105.54,5,100,40
