FlightHistoryId,CutoffTime,ArrivalAirport,ScheduledArrivalTime,CurrentLatitude,CurrentLongitude,CurrentAltitude,CurrentGroundSpeed,StandardPassengerCount,PremiumPassengerCount,FuelRemainingPounds,FuelCost,CrewDelayCost,OtherHourlyCosts,NonarrivalPenalty,DelayCostProportion30m,DelayCostProportion2h,MaxStandardDelayCost,MaxPremiumDelayCost,FreeAltitudeChanges,AltitudeChangeCost,TurbulenceCostPer6Minutes
326256247,2014-01-23 15:43:25+00:00,KMIA,2014-01-23 17:52:00+00:00,37.400002,-76.019997,34300,376,133,14,22006.18611,9.79,954.01,1831.47,100000,0.224,0.841,28.02,97.68,5,100,40
326214508,2014-01-23 15:43:25+00:00,KFLL,2014-01-23 17:00:00+00:00,29.1,-88.980003,39000,529,111,14,16964.51944,8.2,735.17,1262.7,100000,0.246,0.686,18.67,43.34,5,100,40
326203510,2014-01-23 15:43:25+00:00,KDEN,2014-01-23 17:20:00+00:00,38.75,-90.75,34000,345,127,14,22047.85278,7.68,469.41,1304.52,100000,0.172,0.793,24.6,183.06,5,100,40
326254670,2014-01-23 15:43:25+00:00,KSFO,2014-01-23 16:40:00+00:00,40.299999,-123.07,32900,503,139,15,13547.85278,8.48,515.05,1160.71,100000,0.298,0.693,22.34,141.34,5,100,40
326243417,2014-01-23 15:43:25+00:00,KDEN,2014-01-23 17:30:00+00:00,34.029999,-91.32,32000,357,102,12,22360.35278,7.02,530.31,1520.19,100000,0.083,0.376,6.87,138.26,5,100,40
326217242,2014-01-23 15:43:25+00:00,KMSP,2014-01-23 17:00:00+00:00,43.779999,-85.400002,38000,411,125,15,16297.85278,2.92,346.53,1833.32,100000,0.224,0.444,36.08,172.6,5,100,40
326252510,2014-01-23 15:43:25+00:00,KIAH,2014-01-23 16:50:00+00:00,38.900002,-89.669998,38000,435,120,12,20047.85278,8.96,301.32,1910.33,100000,0.08,0.368,20.06,89.44,5,100,40
326243450,2014-01-23 15:43:25+00:00,KEWR,2014-01-23 16:30:00+00:00,39.330002,-76,26900,571,112,15,14547.85278,3.01,979.82,1137.91,100000,0.204,0.728,16.98,98.39,5,100,40
326256388,2014-01-23 15:43:25+00:00,KSFO,2014-01-23 18:56:00+00:00,44.330002,-97.830002,36000,436,119,16,31214.51944,5.76,329.21,1561.7,100000,0.08,0.797,10.94,116.4,5,100,40
326254538,2014-01-23 15:43:25+00:00,KJFK,2014-01-23 20:16:00+00:00,45,-121.019997,23400,435,141,13,36589.51944,6.51,816.99,1689.85,100000,0.106,0.383,20.9,140.84,5,100,40
326263164,2014-01-23 15:43:25+00:00,KDEN,2014-01-23 16:14:00+00:00,40.450001,-109.43,35000,465,117,13,13152.01944,4.89,696.37,1732.33,100000,0.278,0.586,6.83,89.01,5,100,40
326201992,2014-01-23 15:43:25+00:00,KMIA,2014-01-23 16:35:00+00:00,28.6,-79,32000,465,125,13,15943.68611,3.03,791.71,1889.67,100000,0.137,0.526,27.54,97.25,5,100,40
326247394,2014-01-23 15:43:25+00:00,KATL,2014-01-23 17:37:00+00:00,44.23,-92.199997,27400,478,132,16,21568.68611,9.79,506.75,1024.71,100000,0.155,0.763,28.08,45.61,5,100,40
326232648,2014-01-23 15:43:25+00:00,KSFO,2014-01-23 20:34:00+00:00,43.25,-84.5,38000,400,102,13,39943.68611,6.78,371.8,1606.15,100000,0.09,0.829,35.68,190.37,5,100,40
326253085,2014-01-23 15:43:25+00:00,KTPA,2014-01-23 16:35:00+00:00,34.099998,-85.480003,35000,472,137,15,17110.35278,3.5,518.63,1370.5,100000,0.221,0.86,20.12,151.03,5,100,40
326214372,2014-01-23 15:43:25+00:00,KCLE,2014-01-23 17:50:00+00:00,33.080002,-96.32,19100,370,109,15,20839.51944,8.9,558.38,1232.12,100000,0.268,0.533,38.46,105.85,5,100,40
326213633,2014-01-23 15:43:25+00:00,KDFW,2014-01-23 16:45:00+00:00,36.52,-101.699997,35000,508,106,15,14818.68611,6.73,313.17,1823.31,100000,0.196,0.438,11.79,67.87,5,100,40
326239023,2014-01-23 15:43:25+00:00,KDFW,2014-01-23 17:00:00+00:00,36.77,-91.870003,36000,361,122,15,19110.35278,3.34,346.35,1664.56,100000,0.124,0.434,24.54,80.23,5,100,40
326253093,2014-01-23 15:43:25+00:00,KTUL,2014-01-23 16:10:00+00:00,38.220001,-92.400002,28000,348,101,13,13610.35278,7.17,776.09,1489.94,100000,0.083,0.546,16.66,185,5,100,40
326209204,2014-01-23 15:43:25+00:00,KSDF,2014-01-23 16:36:00+00:00,36.720001,-82.779999,34000,343,113,13,13464.51944,8.4,840.34,1070.1,100000,0.223,0.773,10.47,81.22,5,100,40
326212804,2014-01-23 15:43:25+00:00,KIAH,2014-01-23 16:30:00+00:00,31.950001,-91.07,38000,336,102,14,15110.35278,1.59,496.56,1820.73,100000,0.297,0.582,14.27,167.73,5,100,40
326203585,2014-01-23 15:43:25+00:00,KMCO,2014-01-23 17:47:00+00:00,39.150002,-76.75,32000,0,135,14,20485.35278,2.67,345.58,1799.33,100000,0.077,0.594,26.3,121.53,5,100,40
326215028,2014-01-23 15:43:25+00:00,KSFO,2014-01-23 16:01:00+00:00,37.700001,-120.349998,36200,413,140,13,13256.18611,3.42,669.96,1026.68,100000,0.283,0.592,27.89,171.39,5,100,40
326256537,2014-01-23 15:43:25+00:00,KCLT,2014-01-23 17:11:00+00:00,36,-89.599998,35000,566,112,15,19422.85278,5.39,661.87,1411.38,100000,0.088,0.439,29.41,169.09,5,100,40
326252615,2014-01-23 15:43:25+00:00,KLGA,2014-01-23 16:38:00+00:00,40.82,-75.830002,19200,506,114,16,14547.85278,1.94,967.95,1603.05,100000,0.121,0.639,38.04,195.29,5,100,40
326211953,2014-01-23 15:43:25+00:00,KXNA,2014-01-23 16:40:00+00:00,37.779999,-89.330002,30000,316,120,16,14214.51944,2.11,846.93,1739.68,100000,0.123,0.491,36.01,134.17,5,100,40
326211869,2014-01-23 15:43:25+00:00,KIAH,2014-01-23 16:26:00+00:00,33.419998,-92.379997,36000,350,125,13,14339.51944,4.13,593.62,1985.5,100000,0.265,0.493,13.82,177.48,5,100,40
326271524,2014-01-23 15:43:25+00:00,KRDU,2014-01-23 16:27:00+00:00,34.77,-80.050003,23000,469,137,13,12860.35278,9.68,940.26,1553.24,100000,0.172,0.797,20,67.68,5,100,40
326261327,2014-01-23 15:43:25+00:00,KORD,2014-01-23 18:25:00+00:00,34.220001,-109.779999,39000,550,130,13,25027.01944,5.98,640.01,1679.58,100000,0.044,0.761,16.05,68.64,5,100,40
326196853,2014-01-23 15:43:25+00:00,KTPA,2014-01-23 16:25:00+00:00,31.52,-84.379997,29000,453,137,13,12922.85278,1.19,344.45,1785.65,100000,0.136,0.725,30.89,95.75,5,100,40
326203457,2014-01-23 15:43:25+00:00,KBOS,2014-01-23 16:20:00+00:00,41.450001,-72.169998,23000,513,141,12,12131.18611,7.03,426.25,1888.19,100000,0.251,0.677,3.63,58.01,5,100,40
326201883,2014-01-23 15:43:25+00:00,KHOU,2014-01-23 16:50:00+00:00,32.580002,-89.68,40000,329,128,13,20422.85278,3.72,346.34,1637.22,100000,0.02,0.411,30.79,54.4,5,100,40
326196289,2014-01-23 15:43:25+00:00,KLAX,2014-01-23 19:10:00+00:00,34.82,-93.830002,36000,339,108,15,31422.85278,8.31,743.64,1864.71,100000,0.132,0.9,21.19,180.87,5,100,40
326214709,2014-01-23 15:43:25+00:00,KLGA,2014-01-23 17:00:00+00:00,37.900002,-79.470001,35000,560,111,14,17464.51944,9.16,991.31,1388.77,100000,0.084,0.484,34.16,76.84,5,100,40
326265876,2014-01-23 15:43:25+00:00,KLAX,2014-01-23 17:05:00+00:00,39.02,-113.019997,38000,467,109,16,16818.68611,5.28,474.72,1224.47,100000,0.272,0.659,4.5,84.85,5,100,40
326248061,2014-01-23 15:43:25+00:00,KIAH,2014-01-23 16:35:00+00:00,29.73,-91.099998,26300,371,108,15,13172.85278,5.97,534.83,1358.51,100000,0.016,0.388,7.88,97.86,5,100,40
326260780,2014-01-23 15:43:25+00:00,KMSP,2014-01-23 16:21:00+00:00,43.650002,-93.080002,24100,384,140,15,13818.68611,1.77,973.8,1137.47,100000,0.147,0.817,23.38,45.94,5,100,40
326212883,2014-01-23 15:43:25+00:00,KMCO,2014-01-23 17:21:00+00:00,37.869999,-76.650002,22100,358,114,15,18235.35278,2.9,851.46,1875.26,100000,0.278,0.776,33.75,43.18,5,100,40
326243538,2014-01-23 15:43:25+00:00,KMCI,2014-01-23 17:30:00+00:00,32.32,-86.5,38000,316,111,14,19797.85278,7.32,311.87,1451.81,100000,0.139,0.568,17.94,152.06,5,100,40
326266154,2014-01-23 15:43:25+00:00,KDFW,2014-01-23 17:10:00+00:00,36.349998,-105.82,31000,546,119,14,18735.35278,8.89,846.39,1125.22,100000,0.197,0.729,30.58,185.31,5,100,40
326209074,2014-01-23 15:43:25+00:00,KORD,2014-01-23 16:19:00+00:00,36.799999,-82.080002,31700,382,117,13,17297.85278,5.1,681.64,1879.11,100000,0.214,0.384,17.91,49.21,5,100,40
326256309,2014-01-23 15:43:25+00:00,KPHX,2014-01-23 17:18:00+00:00,39.369999,-99.769997,32000,387,107,15,23797.85278,4.44,674.31,1507.17,100000,0.099,0.603,30.46,80.95,5,100,40
326229474,2014-01-23 15:43:25+00:00,KORD,2014-01-23 16:58:00+00:00,38.23,-91.220001,37000,456,138,16,16631.18611,8.49,600.23,1466.01,100000,0.148,0.77,13.47,112.76,5,100,40
326263449,2014-01-23 15:43:25+00:00,KORD,2014-01-23 19:35:00+00:00,37.970001,-121.669998,19200,364,112,15,31589.51944,3.83,505.82,1612.59,100000,0.264,0.381,5.51,79.19,5,100,40
326271511,2014-01-23 15:43:25+00:00,KPHX,2014-01-23 17:02:00+00:00,35.169998,-100.269997,32000,361,103,13,21068.68611,9.35,784.39,1734.14,100000,0.142,0.758,20.75,112.48,5,100,40
326213835,2014-01-23 15:43:25+00:00,KLAX,2014-01-23 16:40:00+00:00,37.330002,-111.93,38000,388,129,12,15339.51944,7.02,688.99,1089.32,100000,0.126,0.746,12.22,85.62,5,100,40
326244743,2014-01-23 15:43:25+00:00,KDFW,2014-01-23 16:39:00+00:00,34.099998,-94.25,25100,333,134,12,13881.18611,4.72,329.02,1068.34,100000,0.234,0.492,8.92,48.79,5,100,40
326256741,2014-01-23 15:43:25+00:00,KMIA,2014-01-23 19:30:00+00:00,33.970001,-109,37000,554,137,14,31381.18611,4.34,577.06,1957.25,100000,0.2,0.668,38.72,155.33,5,100,40
326196391,2014-01-23 15:43:25+00:00,KMCO,2014-01-23 16:29:00+00:00,31.299999,-83.379997,27000,498,121,15,13172.85278,3.29,351.24,1137.65,100000,0.189,0.739,6.35,173.98,5,100,40
326263277,2014-01-23 15:43:25+00:00,KJFK,2014-01-23 20:40:00+00:00,38.32,-119.120003,37000,501,118,13,38610.35278,1.54,920.46,1544.51,100000,0.181,0.543,21.36,68.84,5,100,40
326214653,2014-01-23 15:43:25+00:00,KLAX,2014-01-23 18:35:00+00:00,32.900002,-99.75,36000,336,100,13,25652.01944,1.5,589.1,1552.65,100000,0.179,0.485,19.37,159.05,5,100,40
326263133,2014-01-23 15:43:25+00:00,KBOS,2014-01-23 19:41:00+00:00,40.080002,-107.800003,37000,477,108,12,33985.35278,7.57,486.22,1394.48,100000,0.05,0.705,5.61,97.38,5,100,40
326208410,2014-01-23 15:43:25+00:00,KRSW,2014-01-23 16:15:00+00:00,28.879999,-81.870003,33700,0,122,13,14006.18611,6.91,312.6,1965.1,100000,0.047,0.64,31.94,109.69,5,100,40
326228937,2014-01-23 15:43:25+00:00,KSFO,2014-01-23 21:05:00+00:00,40.549999,-80.5,36000,378,114,13,41735.35278,6.62,730.84,1323.21,100000,0.296,0.434,26.23,92.52,5,100,40
326244794,2014-01-23 15:43:25+00:00,KORD,2014-01-23 16:40:00+00:00,35.700001,-90.050003,19500,330,119,12,17610.35278,6.71,832.81,1204.81,100000,0.262,0.686,21,45.35,5,100,40
326263341,2014-01-23 15:43:25+00:00,KLAX,2014-01-23 16:30:00+00:00,35.450001,-119.800003,28900,462,137,12,13006.18611,3.85,880.13,1500.07,100000,0.239,0.777,32.7,180.6,5,100,40
326239319,2014-01-23 15:43:25+00:00,KTPA,2014-01-23 16:13:00+00:00,29.450001,-82.330002,26300,461,106,14,13360.35278,3.94,772.31,1084.06,100000,0.247,0.896,13.59,57.12,5,100,40
326256753,2014-01-23 15:43:25+00:00,KMSP,2014-01-23 18:10:00+00:00,34.169998,-111.650002,22700,457,105,12,23068.68611,5.34,613.24,1636.42,100000,0.139,0.746,14.03,126.28,5,100,40
326256084,2014-01-23 15:43:25+00:00,KDFW,2014-01-23 18:21:00+00:00,40,-80.550003,36000,356,127,15,25464.51944,1.49,345.8,1022.76,100000,0.094,0.649,25.35,105.54,5,100,40
326247449,2014-01-23 15:43:25+00:00,KBWI,2014-01-23 17:32:00+00:00,43.279999,-89.879997,35000,493,120,12,19443.68611,9.11,789.28,1720.9,100000,0.259,0.8,18.93,139.15,5,100,40
326220727,2014-01-23 15:43:25+00:00,KLAX,2014-01-23 18:00:00+00:00,31.629999,-104.68,34000,357,109,13,25714.51944,9.8,939.29,1491.91,100000,0.211,0.375,16.47,150.79,5,100,40
326228825,2014-01-23 15:43:25+00:00,KLGB,2014-01-23 16:56:00+00:00,36.93,-107.68,36000,346,136,14,20235.35278,9.31,626.43,1650.97,100000,0.194,0.437,35.65,96.94,5,100,40
326245807,2014-01-23 15:43:25+00:00,KIND,2014-01-23 17:00:00+00:00,33.150002,-84.32,34000,412,128,13,16756.18611,6.14,970.97,1954.64,100000,0.184,0.458,16.98,86.8,5,100,40
326272620,2014-01-23 15:43:25+00:00,KSLC,2014-01-23 17:13:00+00:00,33.419998,-111.949997,29800,359,119,15,16422.85278,7.76,512.04,1917.32,100000,0.151,0.606,14.23,81.58,5,100,40
326220683,2014-01-23 15:43:25+00:00,KEWR,2014-01-23 18:18:00+00:00,27.620001,-78.919998,36200,457,110,14,23797.85278,3.14,573.27,1334.96,100000,0.244,0.455,15.99,43.95,5,100,40
326239087,2014-01-23 15:43:25+00:00,KIAH,2014-01-23 19:26:00+00:00,40.57,-75.580002,33600,323,141,14,30985.35278,5.66,306.02,1620.13,100000,0.182,0.668,35.88,191.99,5,100,40
326209216,2014-01-23 15:43:25+00:00,KSFO,2014-01-23 20:21:00+00:00,38.82,-84.529999,32000,351,125,15,37860.35278,9.4,876.52,1749.27,100000,0.161,0.851,24.78,52.17,5,100,40
326247832,2014-01-23 15:43:25+00:00,KRDU,2014-01-23 16:51:00+00:00,43.77,-91.269997,25000,492,124,14,20027.01944,5.69,427.59,1314.37,100000,0.225,0.592,24,185.47,5,100,40
326229564,2014-01-23 15:43:25+00:00,KSFO,2014-01-23 17:46:00+00:00,35.669998,-108.370003,38000,365,139,13,22902.01944,2.47,871.63,1059.78,100000,0.266,0.532,23.32,134.92,5,100,40
326256524,2014-01-23 15:43:25+00:00,KBWI,2014-01-23 18:10:00+00:00,37.950001,-96.050003,39000,520,121,15,24589.51944,5.06,506,1592.28,100000,0.058,0.4,30.15,53.89,5,100,40
326266316,2014-01-23 15:43:25+00:00,KEWR,2014-01-23 20:15:00+00:00,34.669998,-114.650002,39000,498,103,12,35943.68611,8.85,634.92,1794,100000,0.235,0.409,9.3,193.2,5,100,40
326263390,2014-01-23 15:43:25+00:00,KMDW,2014-01-23 18:35:00+00:00,39.279999,-112.620003,33000,466,120,14,27256.18611,7.18,444.56,1356.68,100000,0.084,0.5,35.89,48.66,5,100,40
326246245,2014-01-23 15:43:25+00:00,KLGA,2014-01-23 16:56:00+00:00,41.77,-84.019997,38800,532,120,15,16193.68611,2.04,891.81,1244.3,100000,0.255,0.838,12.89,66.66,5,100,40
326214498,2014-01-23 15:43:25+00:00,KEWR,2014-01-23 17:20:00+00:00,37.830002,-80.199997,31000,564,101,15,19047.85278,5.87,938.35,1863.39,100000,0.201,0.529,13.25,40.88,5,100,40
326213507,2014-01-23 15:43:25+00:00,KATL,2014-01-23 16:10:00+00:00,34.32,-85.980003,24000,464,113,16,12777.01944,9.76,633.2,1192.04,100000,0.263,0.442,37.01,132.84,5,100,40
326219582,2014-01-23 15:43:25+00:00,KMCO,2014-01-23 15:38:00+00:00,30.58,-81.07,30000,421,102,14,12714.51944,8.39,403.08,1271.23,100000,0.098,0.843,19.05,108.83,5,100,40
326220801,2014-01-23 15:43:25+00:00,KPHX,2014-01-23 17:18:00+00:00,31.9,-103.580002,32000,361,138,12,21172.85278,5.45,695.78,1846.79,100000,0.025,0.765,33.23,105.01,5,100,40
326218872,2014-01-23 15:43:25+00:00,KORD,2014-01-23 18:23:00+00:00,33.32,-104.080002,34900,464,105,12,24131.18611,4.89,828.66,1920.41,100000,0.07,0.708,23.72,93.99,5,100,40
326262821,2014-01-23 15:43:25+00:00,KMSP,2014-01-23 18:14:00+00:00,47.23,-117.57,36900,408,108,14,23839.51944,8.64,945.34,1736.09,100000,0.202,0.872,23.48,52.55,5,100,40
326252964,2014-01-23 15:43:25+00:00,KSAN,2014-01-23 19:20:00+00:00,42.080002,-92.279999,36000,376,128,13,30547.85278,3.2,737.07,1438.88,100000,0.166,0.668,9.05,137.23,5,100,40
326266195,2014-01-23 15:43:25+00:00,KMSP,2014-01-23 18:30:00+00:00,39.970001,-116.580002,33000,474,137,14,25422.85278,8.54,853.37,1862.38,100000,0.18,0.767,37.23,179.4,5,100,40
326227992,2014-01-23 15:43:25+00:00,KMCI,2014-01-23 17:30:00+00:00,30.120001,-95.449997,22700,356,128,12,18193.68611,6.83,331.08,1088.67,100000,0.219,0.738,20.36,99.81,5,100,40
326248098,2014-01-23 15:43:25+00:00,KMSP,2014-01-23 16:22:00+00:00,42.529999,-92.379997,32000,405,123,14,14214.51944,8.29,763.08,1535.94,100000,0.213,0.584,35.76,154.97,5,100,40
326252854,2014-01-23 15:43:25+00:00,KPDX,2014-01-23 19:18:00+00:00,42.580002,-91.970001,36000,387,108,12,31652.01944,4.55,872.02,1046.5,100000,0.247,0.593,27.35,110.15,5,100,40
326214961,2014-01-23 15:43:25+00:00,KRSW,2014-01-23 16:35:00+00:00,29.25,-89.199997,25000,446,140,14,15485.35278,3.1,351.24,1651.32,100000,0.24,0.476,22.73,106.9,5,100,40
326252954,2014-01-23 15:43:25+00:00,KRSW,2014-01-23 16:48:00+00:00,37.27,-87.120003,37000,462,118,13,20547.85278,9.86,940.25,1039.57,100000,0.12,0.511,3.63,134.77,5,100,40
326252999,2014-01-23 15:43:25+00:00,KSEA,2014-01-23 19:01:00+00:00,44.950001,-95.349998,34000,416,141,14,29402.01944,6.85,725.95,1336.45,100000,0.179,0.392,28.05,65.85,5,100,40
326256583,2014-01-23 15:43:25+00:00,KDFW,2014-01-23 16:40:00+00:00,34.27,-100.830002,31000,497,113,13,14797.85278,1.71,567.26,1848.19,100000,0.238,0.83,38.77,84.42,5,100,40
326203322,2014-01-23 15:43:25+00:00,KDEN,2014-01-23 17:27:00+00:00,35.77,-115.529999,32700,440,118,14,19027.01944,7.06,369.14,1997.54,100000,0.074,0.484,8.37,104.76,5,100,40
326252310,2014-01-23 15:43:25+00:00,KDEN,2014-01-23 17:13:00+00:00,41.98,-97,36000,416,143,14,18485.35278,7.34,864.86,1924.18,100000,0.044,0.531,28.51,40.18,5,100,40
326239160,2014-01-23 15:43:25+00:00,KMSP,2014-01-23 16:40:00+00:00,44.400002,-86.269997,34000,419,103,16,17256.18611,1.98,642.83,1835.07,100000,0.193,0.548,28.7,161.96,5,100,40
326201789,2014-01-23 15:43:25+00:00,KBWI,2014-01-23 16:37:00+00:00,40.849998,-74.279999,28000,321,123,14,13735.35278,3.41,996.2,1483.73,100000,0.116,0.807,3.17,95.26,5,100,40
326237472,2014-01-23 15:43:25+00:00,KBWI,2014-01-23 19:40:00+00:00,36.349998,-111.900002,37000,537,110,15,33110.35278,2.69,919.13,1632,100000,0.258,0.364,17.38,194.29,5,100,40
326239130,2014-01-23 15:43:25+00:00,KMIA,2014-01-23 16:30:00+00:00,29.32,-78.900002,32000,426,118,13,15402.01944,3.98,552.36,1637.15,100000,0.057,0.627,12.41,154.58,5,100,40
326219524,2014-01-23 15:43:25+00:00,KIAH,2014-01-23 16:21:00+00:00,32.98,-88.550003,36000,350,132,14,17381.18611,2.07,461.5,1155.24,100000,0.299,0.373,34.37,62.55,5,100,40
326213942,2014-01-23 15:43:25+00:00,KMSP,2014-01-23 15:40:00+00:00,43.950001,-96.629997,39000,434,125,14,9527.019444,7.66,895,1061.9,100000,0.06,0.39,39.09,159.96,5,100,40
326202136,2014-01-23 15:43:25+00:00,KSLC,2014-01-23 17:30:00+00:00,43.119999,-102.269997,36000,449,135,14,23193.68611,5.99,525.96,1039.7,100000,0.268,0.364,4.3,68.71,5,100,40
326246241,2014-01-23 15:43:25+00:00,KLAX,2014-01-23 19:30:00+00:00,42.23,-93.18,36000,395,116,15,31881.18611,4.71,413.08,1684.58,100000,0.179,0.445,34.12,129.68,5,100,40
326217187,2014-01-23 15:43:25+00:00,KMCO,2014-01-23 15:30:00+00:00,31.049999,-82.400002,34900,484,136,15,15193.68611,3.6,764.01,1137.12,100000,0.12,0.406,6.23,79.05,5,100,40
326229465,2014-01-23 15:43:25+00:00,KORD,2014-01-23 17:59:00+00:00,31.280001,-94.620003,29700,483,107,13,22068.68611,5.5,923.09,1206.64,100000,0.195,0.574,31.99,94.54,5,100,40
326239070,2014-01-23 15:43:25+00:00,KHOU,2014-01-23 16:50:00+00:00,33.32,-87.769997,38000,340,103,14,20631.18611,8,371.42,1241.31,100000,0.076,0.786,18.85,139.8,5,100,40
326252042,2014-01-23 15:43:25+00:00,KATL,2014-01-23 16:29:00+00:00,37.52,-86.919998,33000,457,142,15,14693.68611,6.07,990.01,1422.75,100000,0.163,0.618,7.86,102.19,5,100,40
326243605,2014-01-23 15:43:25+00:00,KPHX,2014-01-23 17:10:00+00:00,31.6,-103.480003,36000,351,111,13,20381.18611,7.64,630.58,1827.17,100000,0.181,0.684,23.1,56.56,5,100,40
326256158,2014-01-23 15:43:25+00:00,KIND,2014-01-23 15:03:00+00:00,40.23,-84.720001,23600,320,112,14,12152.01944,6.14,802.29,1377.63,100000,0.197,0.49,3.11,59.76,5,100,40
326256017,2014-01-23 15:43:25+00:00,KCLE,2014-01-23 16:24:00+00:00,40.82,-77.849998,30000,301,127,12,13214.51944,1.17,727.08,1647.4,100000,0.052,0.534,20.19,41.04,5,100,40
326196338,2014-01-23 15:43:25+00:00,KLGA,2014-01-23 16:00:00+00:00,39.07,-75.669998,26900,534,134,13,14089.51944,2.64,308.07,1721.32,100000,0.267,0.623,24.38,48.93,5,100,40
326214015,2014-01-23 15:43:25+00:00,KPHX,2014-01-23 16:00:00+00:00,34.43,-110.57,33000,361,131,16,11131.18611,3.98,531.8,1276.85,100000,0.071,0.819,31.91,129.94,5,100,40
326271386,2014-01-23 15:43:25+00:00,KDEN,2014-01-23 18:20:00+00:00,32.52,-88.43,36000,312,133,15,25464.51944,2.71,524.1,1242.8,100000,0.011,0.723,30.91,161.7,5,100,40
326237535,2014-01-23 15:43:25+00:00,KDFW,2014-01-23 16:45:00+00:00,34.130001,-100.220001,37000,580,106,13,15693.68611,5.68,759.12,1447.63,100000,0.225,0.637,4.77,161.8,5,100,40
326209440,2014-01-23 15:43:25+00:00,KLAX,2014-01-23 17:17:00+00:00,37.82,-109.919998,34000,378,126,14,21735.35278,4.01,385.36,1093.75,100000,0.074,0.844,5.95,43.33,5,100,40
326239385,2014-01-23 15:43:25+00:00,KOAK,2014-01-23 16:22:00+00:00,36.049999,-120.099998,30000,416,127,16,12589.51944,4.93,971.34,1319.49,100000,0.198,0.501,33.81,137.37,5,100,40
326263466,2014-01-23 15:43:25+00:00,KPDX,2014-01-23 16:27:00+00:00,43.52,-122.699997,32000,353,107,15,12672.85278,1.49,440.42,1991.41,100000,0.08,0.812,22.54,131.38,5,100,40
326217166,2014-01-23 15:43:25+00:00,KLGA,2014-01-23 16:55:00+00:00,41.299999,-78.730003,29000,569,138,14,15422.85278,8.6,350.68,1198.58,100000,0.227,0.682,10.43,89.88,5,100,40
326219611,2014-01-23 15:43:25+00:00,KMIA,2014-01-23 17:36:00+00:00,39.77,-74.470001,24300,315,108,16,25089.51944,7.05,373.86,1329.22,100000,0.142,0.802,11.39,131.97,5,100,40
326254579,2014-01-23 15:43:25+00:00,KOAK,2014-01-23 16:33:00+00:00,38.950001,-122.68,19000,386,116,13,13422.85278,6.16,823.96,1427.01,100000,0.089,0.421,27.55,134.93,5,100,40
326232432,2014-01-23 15:43:25+00:00,KLAX,2014-01-23 20:45:00+00:00,42.52,-77.400002,32800,370,109,15,41756.18611,6.83,420.42,1381.12,100000,0.039,0.521,12.05,73.18,5,100,40
326196364,2014-01-23 15:43:25+00:00,KMCI,2014-01-23 16:23:00+00:00,37.77,-93.220001,32100,334,116,15,12672.85278,3.3,619.81,1359.52,100000,0.037,0.701,22.89,119.34,5,100,40
326261206,2014-01-23 15:43:25+00:00,KBWI,2014-01-23 19:25:00+00:00,32.77,-114.629997,39000,523,121,15,32672.85278,5.67,858.45,1747.96,100000,0.279,0.568,4.98,54.85,5,100,40
326243146,2014-01-23 15:43:25+00:00,KATL,2014-01-23 16:20:00+00:00,34.799999,-85.620003,30500,482,121,14,12964.51944,7.74,996.41,1598.96,100000,0.218,0.581,31.39,87.53,5,100,40
326256120,2014-01-23 15:43:25+00:00,KFLL,2014-01-23 18:06:00+00:00,38.330002,-75.519997,29400,369,118,13,23068.68611,4.48,454.36,1060.27,100000,0.199,0.884,29.29,178.41,5,100,40
326214048,2014-01-23 15:43:25+00:00,KPSP,2014-01-23 17:15:00+00:00,38.669998,-107.779999,32000,407,141,14,17964.51944,8.97,981.32,1894.56,100000,0.192,0.622,3.02,90.07,5,100,40
326247714,2014-01-23 15:43:25+00:00,KMDW,2014-01-23 16:40:00+00:00,42.919998,-91.699997,31000,489,140,15,14547.85278,3.38,305.08,1802.54,100000,0.155,0.831,6.75,124.41,5,100,40
326245683,2014-01-23 15:43:25+00:00,KCMH,2014-01-23 17:45:00+00:00,27.219999,-80.830002,27000,369,138,16,20631.18611,7.84,830.36,1603.23,100000,0.144,0.384,12.08,120.27,5,100,40
326254606,2014-01-23 15:43:25+00:00,KPHX,2014-01-23 17:08:00+00:00,40.5,-116.300003,39000,478,120,12,17047.85278,6.16,555.38,1205.14,100000,0.24,0.46,11.01,189.58,5,100,40
326232574,2014-01-23 15:43:25+00:00,KPHX,2014-01-23 18:44:00+00:00,44.52,-88.019997,34000,421,117,14,31547.85278,2.13,615.31,1251.28,100000,0.276,0.438,18.92,76.14,5,100,40
326248100,2014-01-23 15:43:25+00:00,KORD,2014-01-23 15:55:00+00:00,40.869999,-89.199997,21500,422,125,12,10402.01944,6.96,302.44,1815.8,100000,0.106,0.505,5.65,123.46,5,100,40
326262637,2014-01-23 15:43:25+00:00,KATL,2014-01-23 19:10:00+00:00,45.5,-115.150002,37000,445,103,14,31547.85278,5.35,623.8,1988.84,100000,0.181,0.406,25.02,71.24,5,100,40
326237925,2014-01-23 15:43:25+00:00,KPHX,2014-01-23 16:40:00+00:00,33.630001,-116.870003,26000,449,139,14,13297.85278,6.59,535.21,1020.62,100000,0.252,0.704,21.43,97.84,5,100,40
326200435,2014-01-23 15:43:25+00:00,KMDW,2014-01-23 16:50:00+00:00,37.07,-86.169998,33000,423,107,13,14402.01944,6.38,646.39,1017.52,100000,0.012,0.692,32.72,145.83,5,100,40
